,ID,Event Name,Award ID,Project Title,PI Institution,Other Institution,Prevention and diagnostic tools,Novel approaches and new therapeutic platforms,Immunotherapies and personalized vaccines,Addressing cancer disparities,Pediatric cancers,Specific Aims,Aim 1,Aim 2,Aim 3,Aim 4,Aim 5,Aim 6,Public Health Significance,Award Amount,Grant Start Date:,Grant End Date:,Complete,SR - None,SR - Biobehaviorial MCC,SR - Biorepository & Tissue Tech. MCC,SR - Biostatistics MCC,SR - Clinical Trials Office MCC,SR - Flow Cytometry MCC,SR - Genomics & Computational Bio. MCC,SR - In Vivo Imaging MCC,SR - Microscopy MCC,SR - Radiation Medicine MCC,SR - Transgenic Mouse MCC,SR - Gene Transfer/Targeting/Therap Salk,SR - Transgenic Salk,SR - Mass Spect - Proteom/Metabol Salk,SR - Chemical Library Screening SBPMDI,SR - Functional Genomics SBPMDI,Cancer Metabolism SBPMDI,"Pedal Importance (recruitment, retention, advancement)","If yes, please specify","If no, please specify",Clinical Trials Resulted,First Clinical Trial,First Clinical Trial Patient Count,Second Clinical Trial,Second Clinical Trial Patient Count,Companies Founded,Patents Filed,Patent Details,Peer-Reviewed Publications Count
154,43.0,Initial,43.1,Low Dose Chemotherapy for Immuno-activation in Lung Cancer,Moores Cancer Center,,False,False,True,False,False,Two Specific Aims,To investigate the effects of low dose immunogenic chemotherapy with oxaliplatin in a  clinical trial of NSCLC patients after progression on anti-PD1 antibodies. We will characterize the efficacy of response and safety of the combination of oxaliplatin and checkpoint inhibition.,"To investigate the patient-derived samples for antitumor and immune biomarkers that  correlate with oxaliplatin-enhanced antitumor immunity. We will conduct RNA-seq studies, flow cytometry and immunohistochemistry to determine the effect of oxaliplatin on MHC-I surface expression and antigen processing and presentation machinery.",,,,,"Immune checkpoint inhibitors are a new class of drugs that have revolutionized lung cancer treatment across various lines of therapy. The most versatile of this group are antibodies that target molecule on immune cells called checkpoints, namely PD-1 or its ligand PD-L1. Although effective in many cancer types, response rates to these drugs rarely exceed 30-40% in later lines of therapy, necessitating the search for agents that may combine to work in synergy with checkpoint blockers to increase effectiveness. Using mouse models of cancer,  we found that the conventional chemotherapeutic drug oxaliplatin has the unique ability to greatly enhance the  response to immunotherapy. Traditional doses of chemotherapy may not be needed when combined with immunotherapy. We will investigate how low doses of chemotherapy may increase an immune response and minimize side effects in a clinical trial. Furthermore, we will investigate lung tumor specimens to find markers that will help us to better understand how we can pair appropriate therapies for patients in the future.",150000.0,2019-01-01,2020-12-31,Complete,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Yes,Provided an opportunity to continue research goals.,,1.0,Nivolumab and Ipilimumab in Combination With Immunogenic Chemotherapy for Patients With Advanced NSCLC (NSCLC)    NCT04043195 ,19.0,NIVOLUMAB (ANTI-PD1 ANTIBODY) AND IPILIMUMAB (ANTI-CTLA4 ANTIBODY) IN COMBINATION WITH IMMUNOGENIC CHEMOTHERAPY FOR PATIENTS WITH ADVANCED NON-SMALL CELL LUNG CANCER,,none,No,,One
155,120.0,Initial,43.2,Low Dose Chemotherapy for Immuno-activation in Lung Cancer,Moores Cancer Center,,False,False,True,False,False,Two Specific Aims,To investigate the effects of low dose immunogenic chemotherapy with oxaliplatin in a clinical trial of NSCLC patients after progression on anti-PD1 antibodies. We will characterize the efficacy of response and safety of the combination of oxaliplatin and checkpoint inhibition.,"To investigate the patient-derived samples for antitumor and immune biomarkers that correlate with oxaliplatin-enhanced antitumor immunity. We will conduct RNA-seq studies, flow cytometry and immunohistochemistry to determine the effect of oxaliplatin on MHC-I surface expression and antigen processing and presentation machinery.",,,,,"Immune checkpoint inhibitors are a new class of drugs that have revolutionized lung cancer treatment across various lines of therapy. The most versatile of this group are antibodies that target molecule on immune cells called checkpoints, namely PD-1 or its ligand PD-L1. Although effective in many cancer types, response rates to these drugs rarely exceed 30-40% in later lines of therapy, necessitating the search for agents that may combine to work in synergy with checkpoint blockers to increase effectiveness. Using mouse models of cancer, we found that the conventional chemotherapeutic drug oxaliplatin has the unique ability to greatly enhance the response to immunotherapy. Traditional doses of chemotherapy may not be needed when combined with immunotherapy. We will investigate how low doses of chemotherapy may increase an immune response and minimize side effects in a clinical trial. Furthermore, we will investigate lung tumor specimens to find markers that will help us to better understand how we can pair appropriate therapies for patients in the future.",150000.0,2019-01-01,2020-12-31,Complete,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,No,,,1.0,,19.0,,,None.,No,,One
156,32.0,Initial,32.1,Responses of Melanoma Patients to Checkpoint Immunotherapy,Sanford Burnum,,False,False,True,False,False,Two Specific Aims,To assess the anti-tumor responses of melanoma patient T cells to immunotherapy.,To determine if PSGL-1 can be targeted in human melanoma patient CD8 T cells to support greater  T cell responses.,,,,,"Advances in immunotherapy for cancer have yielded tremendous optimism that even aggressive cancers, including metastatic melanoma, can one day be cured in the majority of patients. However, many patients fail to  respond to current treatments, or their tumors become resistant to treatment. It has been proposed that the T cells that are necessary for tumor eradication become refractory to treatment, by the development of progressive  loss of function. Thus, there is a critical need to better understand the loss of T cell function in patients and to develop new targets for immune modulation by distinct immune mechanisms. This pilot project is a collaboration between Dr. Linda Bradley in the Tumor Microenvironment and Cancer Immunology program at  the Sanford Burnham Prebys Medical Discovery Institute (SBP) and Dr. Gregory Daniels in the Solid Therapeutics program at Moore's Cancer Center (MCC). We seek to evaluate the responses of melanoma patient T cells to anti-PD-1 blockade, the frequencies of responsive vs non-responsive subsets of T cells, and the potential for blocking a new T cell inhibitory receptor that we discovered, designated PSGL-1, as a new  immunotherapy for metastatic melanoma and other cancers.",119768.0,2018-06-01,2019-05-31,Complete,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Yes,This funding allowed a senior postdoctoral fellow in the Bradley lab to extend her work on the regulation of T cell exhaustion form mouse models of melanoma to human melanoma patient samples.,,0.0,,,,,No companies have been established.,No,,One
157,101.0,Initial,32.2,Responses of Melanoma Patients to Checkpoint Immunotherapy,Moores Cancer Center,,False,False,True,False,False,Two Specific Aims,To assess the anti-tumor responses of melanoma patient T cells to immunotherapy.,To determine if PSGL-1 can be targeted in human melanoma patient CD8 T cells to support greater T cell responses.,,,,,"Advances in immunotherapy for cancer have yielded tremendous optimism that even aggressive cancers, including metastatic melanoma, can one day be cured in the majority of patients. However, many patients fail to respond to current treatments, or their tumors become resistant to treatment. It has been proposed that the T cells that are necessary for tumor eradication become refractory to treatment, by the development of progressive loss of function. Thus, there is a critical need to better understand the loss of T cell function in patients and to develop new targets for immune modulation by distinct immune mechanisms. This pilot project is a collaboration between Dr. Linda Bradley in the Tumor Microenvironment and Cancer Immunology program at the Sanford Burnham Prebys Medical Discovery Institute (SBP) and Dr. Gregory Daniels in the Solid Therapeutics program at Moore's Cancer Center (MCC). We seek to evaluate the responses of melanoma patient T cells to anti-PD-1 blockade, the frequencies of responsive vs non-responsive subsets of T cells, and the potential for blocking a new T cell inhibitory receptor that we discovered, designated PSGL-1, as a new immunotherapy for metastatic melanoma and other cancers.",119768.0,2018-06-01,2019-05-31,Complete,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,Supports my academic advancement,,0.0,,,,,,Yes,"Patent was filed prior to study. ""L. Bradley and R. Tinoco hold the patent for targeting PSGL-1 on T cells in the treatment of infectious diseases, cancers, and immune and inflammatory diseases.""",One
158,35.0,Initial,35.1,Targeting A Therapeutic Vulnerability in PTEN-Deficient Brain Tumors,Moores Cancer Center,,False,True,False,False,False,Two Specific Aims,Develop intracellular DAXX-H3.3 Protein-Protein Interaction (PPI) reporter using ReBiL platform.,Interrogate DAXX-H3.3 PPI through peptide-mediated complex disruption.,,,,,"Glioblastoma (GBM), the most common primary brain tumor in adults, is a highly invasive neurologically destructive tumor with a survival range of 12-15 months, despite aggressive treatment efforts. Like most cancers, gain of function of oncogenes and/or loss of function of tumor suppressor genes are common in GBM,  and in addition to bestowing enhanced growth to the tumor, these genetic alterations create collateral dependencies on cellular processes, otherwise known as synthetic vulnerabilities, that can be targeted for cancer therapy. A gene associated with the aggressive nature of GBM is the PTEN tumor suppressor gene, which is affected in ~40% of patients. This proposal aims to leverage this information by establishing a new molecular-based platform designed to rapidly identify molecules able to inhibit the growth of PTEN-deficient GBMs. By focusing on this genetically distinct class of GBMs, this proposal represents a unique personalized  therapeutic approach to target an Achilles heel that arises as a consequence of a specific gene mutation.",125000.0,2018-06-01,2019-05-31,Complete,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Yes,This grant was part of my portfolio for a 2 step academic advancement in 1/1/2020.,,0.0,,,,,none,No,,One
159,110.0,Initial,35.2,Targeting A Therapeutic Vulnerability in PTEN-Deficient Brain Tumors,Salk Institute,,False,True,False,False,False,Two Specific Aims,Develop intracellular DAXX-H3.3 Protein-Protein Interaction (PPI) reporter using ReBiL platform.,Interrogate DAXX-H3.3 PPI through peptide-mediated complex disruption.,,,,,"Glioblastoma (GBM), the most common primary brain tumor in adults, is a highly invasive neurologically destructive tumor with a survival range of 12-15 months, despite aggressive treatment efforts. Like most cancers, gain of function of oncogenes and/or loss of function of tumor suppressor genes are common in GBM, and in addition to bestowing enhanced growth to the tumor, these genetic alterations create collateral dependencies on cellular processes, otherwise known as synthetic vulnerabilities, that can be targeted for cancer therapy. A gene associated with the aggressive nature of GBM is the PTEN tumor suppressor gene, which is affected in ~40% of patients. This proposal aims to leverage this information by establishing a new molecular-based platform designed to rapidly identify molecules able to inhibit the growth of PTEN-deficient GBMs. By focusing on this genetically distinct class of GBMs, this proposal represents a unique personalized therapeutic approach to target an Achilles heel that arises as a consequence of a specific gene mutation.",125000.0,2018-06-01,2019-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
160,15.0,Initial,15.1,Elucidating the role of Syk kinase and Syk inhibitors combined with Radiation therapy in Neuroblastoma,Moores Cancer Center,,False,False,False,False,True,Two Specific Aims,We will dissect the role of macrophage Syk Kinase in neuroblastoma tumor progression and identify downstream factors of Syk kinase that are important in mediating immunosuppression.,We will determine if inhibition of Syk kinase is a feasible strategy to enhance radiotherapy in combination with immune- checkpoint inhibitor therapy in neuroblastoma.,,,,,"Neuroblastoma is a cancer that develops in certain types of nerve tissues and is responsible for more than 15% of all childhood cancer deaths. Despite aggressive treatments including  chemotherapy, radiation, and immunotherapy the 5 year survival of children with high risk  neuroblastoma is only 40-50%. We are proposing a targeted strategy to make immunotherapy and  radiotherapy more powerful in this cancer. In a study performed in mice, we found that Syk kinase controls the response of immune cells called macrophages. When cancer cells start growing in body, macrophages get recruited into the tumor and try to kill and destroy cancer cells, but very soon these macrophages get educated by cancer cells to promote tumor growth and to suppress the activity of other immune cells, especially T cells. This change in phenotype of macrophages does not allow the T cells to enter in to the tumor and it also interferes with the success of immunotherapy. Similarly, after radiotherapy, macrophages hinder the activity of T cells which leads to tumor relapse. Our  studies have shown that inhibiting the action of Syk kinase caused macrophages and T cells to mount a continued response against pediatric tumors grafted onto mice. Moreover, we found that combination of Syk inhibitors with checkpoint inhibitors improved survival of mice grafted with pediatric tumors. Since macrophage response is suppressed in pediatric cancer patients, these results might be translated into therapy against neuroblastoma and can be combined with conventional radiotherapy and checkpoint inhibitors to improve survival of these children.",125000.0,2020-07-01,2021-06-30,Complete,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Yes,Mehreen Ishfaq was a visiting graduate student in my lab and she pursued her research in my lab ,,0.0,,,,,,No,,Three
161,76.0,Initial,15.2,Elucidating the role of Syk kinase and Syk inhibitors combined with Radiation therapy in Neuroblastoma,Moores Cancer Center,,False,False,False,False,True,Two Specific Aims,We will dissect the role of macrophage Syk Kinase in neuroblastoma tumor progression and identify downstream factors of Syk kinase that are important in mediating immunosuppression.,We will determine if inhibition of Syk kinase is a feasible strategy to enhance radiotherapy in combination with immune- checkpoint inhibitor therapy in neuroblastoma.,,,,,"Neuroblastoma is a cancer that develops in certain types of nerve tissues and is responsible for more than 15% of all childhood cancer deaths. Despite aggressive treatments including chemotherapy, radiation, and immunotherapy the 5 year survival of children with high risk neuroblastoma is only 40-50%. We are proposing a targeted strategy to make immunotherapy and radiotherapy more powerful in this cancer. In a study performed in mice, we found that Syk kinase controls the response of immune cells called macrophages. When cancer cells start growing in body, macrophages get recruited into the tumor and try to kill and destroy cancer cells, but very soon these macrophages get educated by cancer cells to promote tumor growth and to suppress the activity of other immune cells, especially T cells. This change in phenotype of macrophages does not allow the T cells to enter in to the tumor and it also interferes with the success of immunotherapy. Similarly, after radiotherapy, macrophages hinder the activity of T cells which leads to tumor relapse. Our studies have shown that inhibiting the action of Syk kinase caused macrophages and T cells to mount a continued response against pediatric tumors grafted onto mice. Moreover, we found that combination of Syk inhibitors with checkpoint inhibitors improved survival of mice grafted with pediatric tumors. Since macrophage response is suppressed in pediatric cancer patients, these results might be translated into therapy against neuroblastoma and can be combined with conventional radiotherapy and checkpoint inhibitors to improve survival of these children.",125000.0,2020-07-01,2021-06-30,Complete,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,,,0.0,,,,,,No,,Two
162,36.0,Initial,36.1,Epigenetic profiling of endometrial cancer,Salk Institute,,True,False,False,False,False,Two Specific Aims,Discover and define molecular subtypes in EC through SE profiling,Discover transcriptional networks in ECs through Assay for Transposase-Accessible Chromatin  (ATAC-seq) profiling  ,,,,,"Endometrial Cancer is the fourth most common cancer in women and the most commonly diagnosed gynecologic cancer, and is rising in both incidence and mortality. While the prognosis for patient with early stage EC is quite good, those presenting with advanced stage or recurrent disease have a more guarded  prognosis. Treatment often involves surgery to remove the uterus and other affected organs. Radiation and/or chemotherapy are sometimes required to help improve outcomes. Despite advances in surgical management and therapeutics, the 5-year survival for patients with advanced stage or recurrent disease approaches 50% and represents a significant unmet clinical need. In an effort to improve outcomes, researchers are looking to leverage knowledge of genetic events caused by mutations in the DNA sequence that promote or ""drive"" EC.  This approach is limited, however, by the effectiveness of targeted therapies for each ""driver"" event. Indeed, many genetic drivers are non-targetable. Alternatively, we hypothesize that the epigenetic signature of EC will  reveal many more genes with potential ""driver"" activity based not on genetic mutation, but modifications at regulatory sequences affecting gene expression. Our approach is to profile 20 EC samples from patients treated at the Moores Cancer Center, UC San Diego using next-generation sequencing methods. These data  will be used to classify ECs into subtypes and to identify genes on which each subtype depends. Our goal is to develop a classification system based on epigenetic features that will improve diagnosis and help identify novel treatment strategies for EC.",125000.0,2018-06-01,2019-05-31,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,Not applicable,0.0,,,,,none,No,,Two
163,111.0,Initial,36.2,Epigenetic profiling of endometrial cancer,Moores Cancer Center,,True,False,False,False,False,Two Specific Aims,Discover and define molecular subtypes in EC through SE profiling,Discover transcriptional networks in ECs through Assay for Transposase-Accessible Chromatin  (ATAC-seq) profiling  ,,,,,"Endometrial Cancer is the fourth most common cancer in women and the most commonly diagnosed gynecologic cancer, and is rising in both incidence and mortality. While the prognosis for patient with early stage EC is quite good, those presenting with advanced stage or recurrent disease have a more guarded prognosis. Treatment often involves surgery to remove the uterus and other affected organs. Radiation and/or chemotherapy are sometimes required to help improve outcomes. Despite advances in surgical management and therapeutics, the 5-year survival for patients with advanced stage or recurrent disease approaches 50% and represents a significant unmet clinical need. In an effort to improve outcomes, researchers are looking to leverage knowledge of genetic events caused by mutations in the DNA sequence that promote or ""drive"" EC.  This approach is limited, however, by the effectiveness of targeted therapies for each ""driver"" event. Indeed, many genetic drivers are non-targetable. Alternatively, we hypothesize that the epigenetic signature of EC will reveal many more genes with potential ""driver"" activity based not on genetic mutation, but modifications at regulatory sequences affecting gene expression. Our approach is to profile 20 EC samples from patients treated at the Moores Cancer Center, UC San Diego using next-generation sequencing methods. These data  will be used to classify ECs into subtypes and to identify genes on which each subtype depends. Our goal is to develop a classification system based on epigenetic features that will improve diagnosis and help identify novel treatment strategies for EC.  ",125000.0,2018-06-01,2019-05-31,Complete,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Yes,"This grant funding helped catalyze my collaborative research efforts within the cancer center, and also set the framework for efforts working with the tissue bio repository. Importantly, this work has also been pivotal in my ongoing phase 2, actively accruing clinical trial examining an EZH2 inhibitor in ARID1A mutated endometrial and clear cell ovarian cancer patients. We are using the data that emerges from these samples to help inform translational efforts on that trial.",,0.0,,,,,Not applicable,No,,One
164,37.0,Initial,37.1,Development and Implementation of a Peer-Navigation Intervention to Improve Research Literacy in Pediatric Cancer Trials,Rady Children's,,False,False,False,True,False,Two Specific Aims,"Develop and pilot test COMPRENDO, a tailored PNI, to improve parental research literacy in  pediatric cancer clinical trials.",Compare the preliminary effectiveness of COMPRENDO vs. usual practice in improving  research literacy outcomes among parents of children with newly diagnosed cancer.,,,,,"Whereas Hispanic children will comprise 33% of the U.S. population by 2060 and have higher incidence of certain cancers, their participation in biomedical research is critically low and they have poorer survival rates than non-Hispanic Whites. Interventions to improve research literacy (capacity to understand and act on information to make decisions about research) and clinical trial participation, particularly for Hispanics, are lacking. The objective of this proposal is to improve research literacy in parents of children with cancer and increase clinical trial participation, particularly for Hispanics by developing and implementing a culturally and linguistically tailored peer-navigation intervention. By increasing minority participation in clinical trials, we can effectively translate discoveries and treatments equally, and, ultimately, improve equity of survival among diverse populations.",100000.0,2018-06-01,2019-05-31,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,"Yes, funding has been instrumental to advance my career, obtain additional funding, obtain preliminary data for funding, yield data for publication and change my  faculty series to Clinical X at UCSD.",,0.0,,,,,na,No,,Six - Ten
165,112.0,Initial,37.2,Development and Implementation of a Peer-Navigation Intervention to Improve Research Literacy in Pediatric Cancer Trials,Moores Cancer Center,,False,False,False,True,False,Two Specific Aims,"Develop and pilot test COMPRENDO, a tailored PNI, to improve parental research literacy in pediatric cancer clinical trials.",Compare the preliminary effectiveness of COMPRENDO vs. usual practice in improving research literacy outcomes among parents of children with newly diagnosed cancer.,,,,,"Whereas Hispanic children will comprise 33% of the U.S. population by 2060 and have higher incidence of certain cancers, their participation in biomedical research is critically low and they have poorer survival rates than non-Hispanic Whites. Interventions to improve research literacy (capacity to understand and act on information to make decisions about research) and clinical trial participation, particularly for Hispanics, are lacking. The objective of this proposal is to improve research literacy in parents of children with cancer and increase clinical trial participation, particularly for Hispanics by developing and implementing a culturally and linguistically tailored peer-navigation intervention. By increasing minority participation in clinical trials, we can effectively translate discoveries and treatments equally, and, ultimately, improve equity of survival among diverse populations.",100000.0,2018-06-01,2019-05-31,Complete,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Yes,Serving as mentor to Dr. Aristizabal.,,0.0,,,,,,No,,Six - Ten
166,10.0,Initial,10.1,Peptide Targeted Delivery of Epigenetic Therapies in Pancreatic Cancer,Moores Cancer Center,,False,False,True,False,False,Two Specific Aims,Tumor-targeted delivery of bromodomain inhibitors to synergize with immune checkpoint  inhibition.,Overcome immunosuppression through peptide targeting of tumor-associated fibroblasts.,,,,,"Pancreatic cancer is a devastating disease with few effective treatments. Moreover, recent immunotherapy approaches that have been remarkably successful in certain cancers have failed in pancreatic cancer. This poor performance of current therapies is in large part due to the presence of a complex cellular support network or stroma that surrounds the tumor. Importantly, the presence of the stroma compromises the immune response as well as drug delivery to the tumor. Cancer associated fibroblasts (CAFs) are major contributors to this stromal response, and as such, approaches that reduce the activities of CAFs may improve the effectiveness of existing therapies. Towards this end, we have promising findings that the epigenetic drug OTX can reduce the tumor  supporting and immune suppressive actions of CAFs, however the adverse side effects of OTX are prohibitive.  Here we will explore whether targeting technologies that focus drug delivery to the pancreas are able to reduce the adverse effects of OTX, and whether the therapeutic effects of this combination therapy are sufficient to enable immunotherapies. In addition, we will explore whether the existing targeting approach can be modified to selectively target the critical CAF population. These studies will be undertaken in mouse models that accurately  mimic human disease, where the effects of therapy combinations on disease burden and ultimately survival will be measured. The potential of these studies to improve the effectiveness while simultaneously reducing the adverse effects of existing therapies, as well as to sensitize pancreatic cancer to immunotherapies, could profoundly increase patient survival.",125000.0,2020-09-01,2021-08-30,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,,0.0,,,,,,No,,Two
167,67.0,Initial,10.2,Peptide Targeted Delivery of Epigenetic Therapies in Pancreatic Cancer,Moores Cancer Center,,False,False,True,False,False,Two Specific Aims,Tumor-targeted delivery of bromodomain inhibitors to synergize with immune checkpoint inhibition.,Overcome immunosuppression through peptide targeting of tumor-associated fibroblasts.,,,,,"Pancreatic cancer is a devastating disease with few effective treatments. Moreover, recent immunotherapy approaches that have been remarkably successful in certain cancers have failed in pancreatic cancer. This poor performance of current therapies is in large part due to the presence of a complex cellular support network or stroma that surrounds the tumor. Importantly, the presence of the stroma compromises the immune response as well as drug delivery to the tumor. Cancer associated fibroblasts (CAFs) are major contributors to this stromal response, and as such, approaches that reduce the activities of CAFs may improve the effectiveness of existing therapies. Towards this end, we have promising findings that the epigenetic drug OTX can reduce the tumor  supporting and immune suppressive actions of CAFs, however the adverse side effects of OTX are prohibitive.  Here we will explore whether targeting technologies that focus drug delivery to the pancreas are able to reduce the adverse effects of OTX, and whether the therapeutic effects of this combination therapy are sufficient to enable immunotherapies. In addition, we will explore whether the existing targeting approach can be modified to selectively target the critical CAF population. These studies will be undertaken in mouse models that accurately  mimic human disease, where the effects of therapy combinations on disease burden and ultimately survival will be measured. The potential of these studies to improve the effectiveness while simultaneously reducing the adverse effects of existing therapies, as well as to sensitize pancreatic cancer to immunotherapies, could profoundly increase patient survival.  ",125000.0,2020-09-01,2021-08-30,Complete,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Yes,,,0.0,,,,,None at this time,Yes,N/A  ,Two
168,40.0,Initial,40.1,"A Phase 1b pilot clinical trial of cirmtuzumab, an anti-ROR1 monoclonal antibody, in combination with paclitaxel for the treatment of patients with metastatic, or locally advanced, unresectable breast cancer",Moores Cancer Center,,False,False,True,False,False,Two Specific Aims,"To determine the safety and tolerability during the first 4 weeks of fixed dose cirmtuzumab when administered in combination with weekly standard of care paclitaxel to patients with metastatic, or locally advanced, unrespectable breast cancer.",To determine the safety and tolerability of cirmtuzumab in combination with paclitaxel by ongoing evaluation of adverse events (AE's) during treatment and follow up.  To assess clinical activity by evaluating objective tumor response and time to progression as defined by RECIST v1.1.  To measure ROR1 receptor density on primary tumor and on putative cancer stem cell population and to correlate this with anti-tumor activity.,,,,,"Despite recent advances as of 2018, breast cancer remains the second highest cause of cancer-related death in women.  While some women are living longer than ever with breast cancer, both triple negative and aggressive types of estrogen positive breast cancer remain life threatening and ultimately resistant to currently approved breast cancer therapies.  One theory why many breast cancers become resistant to treatment is that current cancer therapies are not targeting cancer stem cells.  Cancer stem cells (or cells with stem cell characteristics) can remain in the bod after treatment completes and allow cancer cells to resist chemotherapy, regenerate tumors and spread as metastases.  At UC San Diego Moores Cancer Center, we have developed a highly specific immunotherapy called cirmtuzumab that may address this unmet need by targeting cancer stem cells.  Laboratory studies by Dr. Thomas Kipps have shown that this immunotherapy combined with chemotherapy decreases growth of patient-derived breast tumors in animals.  Out research suggests this therapy may be beneficial to women with advanced, aggressive breast cancer.  Therefore, we have developed a clinical trial to study cirmtuzumab in combination with paclitaxel, a chemotherapy that is safe, well studied, and known to be effective in breast cancer.  The goal of this study is to evaluate safety of the combination, to understand benefit to patients, to investigate how the combination inhibits cancer growth, and to determine how to study this combination in the future.",300000.0,2019-01-01,2021-12-31,Complete,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,No,,This collaboration emerged from development of ROR1 antibody program in CLL in Dr. Kipps lab with the intent to determine if ROR1 blockade with cirmtuzumab would have application in other cancers - specifically breast cancer.,0.0,,,,,None,No,,Two
169,117.0,Initial,40.2,"A Phase 1b pilot clinical trial of cirmtuzumab, an anti-ROR1 monoclonal antibody, in combination with paclitaxel for the treatment of patients with metastatic, or locally advanced, unresectable breast cancer",Moores Cancer Center,,False,False,True,False,False,Two Specific Aims,"To determine the safety and tolerability during the first 4 weeks of fixed dose cirmtuzumab when administered in combination with weekly standard of care paclitaxel to patients with metastatic, or locally advanced, unrespectable breast cancer.",To determine the safety and tolerability of cirmtuzumab in combination with paclitaxel by ongoing evaluation of adverse events (AE's) during treatment and follow up.  To assess clinical activity by evaluating objective tumor response and time to progression as defined by RECIST v1.1.  To measure ROR1 receptor density on primary tumor and on putative cancer stem cell population and to correlate this with anti-tumor activity.,,,,,"Despite recent advances as of 2018, breast cancer remains the second highest cause of cancer-related death in women.  While some women are living longer than ever with breast cancer, both triple negative and aggressive types of estrogen positive breast cancer remain life threatening and ultimately resistant to currently approved breast cancer therapies.  One theory why many breast cancers become resistant to treatment is that current cancer therapies are not targeting cancer stem cells.  Cancer stem cells (or cells with stem cell characteristics) can remain in the bod after treatment completes and allow cancer cells to resist chemotherapy, regenerate tumors and spread as metastases.  At UC San Diego Moores Cancer Center, we have developed a highly specific immunotherapy called cirmtuzumab that may address this unmet need by targeting cancer stem cells.  Laboratory studies by Dr. Thomas Kipps have shown that this immunotherapy combined with chemotherapy decreases growth of patient-derived breast tumors in animals.  Out research suggests this therapy may be beneficial to women with advanced, aggressive breast cancer.  Therefore, we have developed a clinical trial to study cirmtuzumab in combination with paclitaxel, a chemotherapy that is safe, well studied, and known to be effective in breast cancer.  The goal of this study is to evaluate safety of the combination, to understand benefit to patients, to investigate how the combination inhibits cancer growth, and to determine how to study this combination in the future.",300000.0,2019-01-01,2022-12-31,Complete,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,Yes,I applied for accelerated advancement from Assistant to Associate Professor during this time period and my funding and investigator initiated trial were like a big factor in helping me achieve this advancement,,1.0,"A Phase 1b Trial of Cirmtuzumab and Paclitaxel in Metastatic or Locally Advanced, Unresectable Breast Cancer",15.0,,,No companies were founded as a result of my trial. The pre-existing company Oncternal helped partially fund this trial in addition to funds from Pedal the Cause.,No,,One
